hoja,celda,valor_mostrado,valor_real,formula,clasificacion,criticidad,dependencia_input,dependencia_output
Flujo 5 años C12 (2),S32,0,='Flujo 5 años C20'!G30,='Flujo 5 años C20'!G30,OUTPUT,ALTA,,Flujo 5 años C12 (2)!S32
Flujo 5 años C12 (2),T32,1000,='Flujo 5 años C20'!H30,='Flujo 5 años C20'!H30,OUTPUT,ALTA,,Flujo 5 años C12 (2)!T32
Flujo 5 años C12 (2),U32,2000,='Flujo 5 años C20'!I30,='Flujo 5 años C20'!I30,OUTPUT,ALTA,,Flujo 5 años C12 (2)!U32
Flujo 5 años C12 (2),V32,0,='Flujo 5 años C20'!J30,='Flujo 5 años C20'!J30,OUTPUT,ALTA,,Flujo 5 años C12 (2)!V32
Flujo 5 años C12 (2),W32,0,='Flujo 5 años C20'!K30,='Flujo 5 años C20'!K30,OUTPUT,ALTA,,Flujo 5 años C12 (2)!W32
Flujo 5 años C12 (2),X32,0,='Flujo 5 años C20'!L30,='Flujo 5 años C20'!L30,OUTPUT,ALTA,,Flujo 5 años C12 (2)!X32
Flujo 5 años C12 (2),Y32,0,='Flujo 5 años C20'!M30,='Flujo 5 años C20'!M30,OUTPUT,ALTA,,Flujo 5 años C12 (2)!Y32
Flujo 5 años C12 (2),Z32,4500,=SUM(Q32:Y32),=SUM(Q32:Y32),OUTPUT,ALTA,,Flujo 5 años C12 (2)!Z32
Flujo 5 años C12 (2),L33,-13000,=-N32,=-N32,CALCULO,MEDIA,Flujo 5 años C12 (2)!N32,
Flujo 5 años C12 (2),N33,-13000,=-N32,=-N32,CALCULO,MEDIA,Flujo 5 años C12 (2)!N32,
Flujo 5 años C12 (2),Q33,0,='Flujo 5 años C20'!E31,='Flujo 5 años C20'!E31,CALCULO,MEDIA,Flujo 5 años C20!E31,
Flujo 5 años C12 (2),R33,0,='Flujo 5 años C20'!F31,='Flujo 5 años C20'!F31,OUTPUT,ALTA,,Flujo 5 años C12 (2)!R33
Flujo 5 años C12 (2),S33,0,='Flujo 5 años C20'!G31,='Flujo 5 años C20'!G31,OUTPUT,ALTA,,Flujo 5 años C12 (2)!S33
Flujo 5 años C12 (2),T33,0,='Flujo 5 años C20'!H31,='Flujo 5 años C20'!H31,OUTPUT,ALTA,,Flujo 5 años C12 (2)!T33
Flujo 5 años C12 (2),U33,0,='Flujo 5 años C20'!I31,='Flujo 5 años C20'!I31,OUTPUT,ALTA,,Flujo 5 años C12 (2)!U33
Flujo 5 años C12 (2),V33,0,='Flujo 5 años C20'!J31,='Flujo 5 años C20'!J31,OUTPUT,ALTA,,Flujo 5 años C12 (2)!V33
Flujo 5 años C12 (2),W33,0,='Flujo 5 años C20'!K31,='Flujo 5 años C20'!K31,OUTPUT,ALTA,,Flujo 5 años C12 (2)!W33
Flujo 5 años C12 (2),X33,-4500,='Flujo 5 años C20'!L31,='Flujo 5 años C20'!L31,OUTPUT,ALTA,,Flujo 5 años C12 (2)!X33
Flujo 5 años C12 (2),Y33,0,='Flujo 5 años C20'!M31,='Flujo 5 años C20'!M31,OUTPUT,ALTA,,Flujo 5 años C12 (2)!Y33
Flujo 5 años C12 (2),Z33,-4500,=SUM(Q33:Y33),=SUM(Q33:Y33),OUTPUT,ALTA,,Flujo 5 años C12 (2)!Z33
Flujo 5 años C12 (2),M34,-18382.194144089295,=-L38,=-L38,CALCULO,MEDIA,Flujo 5 años C12 (2)!L38,
Flujo 5 años C12 (2),E35,1000,=SUM(E32:E34),=SUM(E32:E34),OUTPUT,ALTA,,Flujo 5 años C12 (2)!E35
Flujo 5 años C12 (2),F35,0,=SUM(F32:F34),=SUM(F32:F34),CALCULO,MEDIA,Flujo 5 años C12 (2)!F32:F34,
Flujo 5 años C12 (2),G35,3000,=SUM(G32:G34),=SUM(G32:G34),CALCULO,MEDIA,Flujo 5 años C12 (2)!G32:G34,
Flujo 5 años C12 (2),H35,4500,=SUM(H32:H34),=SUM(H32:H34),CALCULO,MEDIA,Flujo 5 años C12 (2)!H32:H34,
Flujo 5 años C12 (2),I35,4500,=SUM(I32:I34),=SUM(I32:I34),CALCULO,MEDIA,Flujo 5 años C12 (2)!I32:I34,
Flujo 5 años C12 (2),J35,0,=SUM(J32:J34),=SUM(J32:J34),CALCULO,MEDIA,Flujo 5 años C12 (2)!J32:J34,
Flujo 5 años C12 (2),L35,-13000,=SUM(L32:L34),=SUM(L32:L34),CALCULO,MEDIA,Flujo 5 años C12 (2)!L32:L34,
Flujo 5 años C12 (2),M35,-18382.194144089295,=SUM(M32:M34),=SUM(M32:M34),CALCULO,MEDIA,Flujo 5 años C12 (2)!M32:M34,
Flujo 5 años C12 (2),N35,0,=SUM(N32:N34),=SUM(N32:N34),CALCULO,MEDIA,Flujo 5 años C12 (2)!N32:N34,
Flujo 5 años C12 (2),Q35,1000,1000,,OUTPUT,ALTA,,Flujo 5 años C12 (2)!Q35
Flujo 5 años C12 (2),E37,-129.23462986198228,=+E27+E35,=+E27+E35,OUTPUT,ALTA,,Flujo 5 años C12 (2)!E37
Flujo 5 años C12 (2),F37,2913.6097831542975,=+F26+F35,=+F26+F35,CALCULO,MEDIA,Flujo 5 años C12 (2)!F26; Flujo 5 años C12 (2)!F35,
Flujo 5 años C12 (2),G37,-1500.1965464314098,=+G26+G35,=+G26+G35,CALCULO,MEDIA,Flujo 5 años C12 (2)!G26; Flujo 5 años C12 (2)!G35,
Flujo 5 años C12 (2),H37,-232.69654643140984,=+H26+H35,=+H26+H35,CALCULO,MEDIA,Flujo 5 años C12 (2)!H26; Flujo 5 años C12 (2)!H35,
Flujo 5 años C12 (2),I37,-525.1965464314098,=+I26+I35,=+I26+I35,CALCULO,MEDIA,Flujo 5 años C12 (2)!I26; Flujo 5 años C12 (2)!I35,
Flujo 5 años C12 (2),J37,30855.90863009121,=+J26-N29-N30+J35,=+J26-N29-N30+J35,CALCULO,MEDIA,Flujo 5 años C12 (2)!J26; Flujo 5 años C12 (2)!N29; Flujo 5 años C12 (2)!N30; Flujo 5 años C12 (2)!J35,
Flujo 5 años C12 (2),L37,-13000,=+L26+L35-L29-L30,=+L26+L35-L29-L30,CALCULO,MEDIA,Flujo 5 años C12 (2)!L26; Flujo 5 años C12 (2)!L35; Flujo 5 años C12 (2)!L29; Flujo 5 años C12 (2)!L30,
Flujo 5 años C12 (2),M37,-18382.194144089295,=+M26+M35-M29-M30,=+M26+M35-M29-M30,CALCULO,MEDIA,Flujo 5 años C12 (2)!M26; Flujo 5 años C12 (2)!M35; Flujo 5 años C12 (2)!M29; Flujo 5 años C12 (2)!M30,
Flujo 5 años C12 (2),N37,0,=SUM(E37:M37),=SUM(E37:M37),CALCULO,MEDIA,Flujo 5 años C12 (2)!E37:M37,
Flujo 5 años C12 (2),Q37,244.33249370277076,244.33249370277076,,OUTPUT,ALTA,,Flujo 5 años C12 (2)!Q37
Flujo 5 años C12 (2),E38,-129.23462986198228,=+E37,=+E37,OUTPUT,ALTA,,Flujo 5 años C12 (2)!E38
Flujo 5 años C12 (2),F38,2784.375153292315,=+F37+E38,=+F37+E38,CALCULO,MEDIA,Flujo 5 años C12 (2)!F37; Flujo 5 años C12 (2)!E38,
Flujo 5 años C12 (2),G38,1284.1786068609053,=+G37+F38,=+G37+F38,CALCULO,MEDIA,Flujo 5 años C12 (2)!G37; Flujo 5 años C12 (2)!F38,
Flujo 5 años C12 (2),H38,1051.4820604294955,=+H37+G38,=+H37+G38,CALCULO,MEDIA,Flujo 5 años C12 (2)!H37; Flujo 5 años C12 (2)!G38,
Flujo 5 años C12 (2),I38,526.2855139980857,=+I37+H38,=+I37+H38,CALCULO,MEDIA,Flujo 5 años C12 (2)!I37; Flujo 5 años C12 (2)!H38,
Flujo 5 años C12 (2),J38,31382.194144089295,=+J37+I38,=+J37+I38,CALCULO,MEDIA,Flujo 5 años C12 (2)!J37; Flujo 5 años C12 (2)!I38,
Flujo 5 años C12 (2),L38,18382.194144089295,=+L37+J38,=+L37+J38,CALCULO,MEDIA,Flujo 5 años C12 (2)!L37; Flujo 5 años C12 (2)!J38,
Flujo 5 años C12 (2),M38,0,=+M37+L38,=+M37+L38,CALCULO,MEDIA,Flujo 5 años C12 (2)!M37; Flujo 5 años C12 (2)!L38,
Flujo 5 años C12 (2),Q38,244.33249370277076,244.33249370277076,,OUTPUT,ALTA,,Flujo 5 años C12 (2)!Q38
Flujo 5 años C12 (2),M40,18382.1941440893,=+J27-N29-N30,=+J27-N29-N30,CALCULO,MEDIA,Flujo 5 años C12 (2)!J27; Flujo 5 años C12 (2)!N29; Flujo 5 años C12 (2)!N30,
Flujo 5 años C12 (2),N40,10075.89414408931,=N26-N29-N30,=N26-N29-N30,CALCULO,MEDIA,Flujo 5 años C12 (2)!N26; Flujo 5 años C12 (2)!N29; Flujo 5 años C12 (2)!N30,
Flujo 5 años C12 (2),Q40,0,='Flujo 5 años C20'!E38,='Flujo 5 años C20'!E38,CALCULO,MEDIA,Flujo 5 años C20!E38,
Flujo 5 años C12 (2),R40,0,='Flujo 5 años C20'!F38,='Flujo 5 años C20'!F38,OUTPUT,ALTA,,Flujo 5 años C12 (2)!R40
Flujo 5 años C12 (2),S40,0,='Flujo 5 años C20'!G38,='Flujo 5 años C20'!G38,OUTPUT,ALTA,,Flujo 5 años C12 (2)!S40
Flujo 5 años C12 (2),T40,0,='Flujo 5 años C20'!H38,='Flujo 5 años C20'!H38,OUTPUT,ALTA,,Flujo 5 años C12 (2)!T40
Flujo 5 años C12 (2),U40,0,='Flujo 5 años C20'!I38,='Flujo 5 años C20'!I38,OUTPUT,ALTA,,Flujo 5 años C12 (2)!U40
Flujo 5 años C12 (2),V40,0,='Flujo 5 años C20'!J38,='Flujo 5 años C20'!J38,OUTPUT,ALTA,,Flujo 5 años C12 (2)!V40
Flujo 5 años C12 (2),W40,0,='Flujo 5 años C20'!K38,='Flujo 5 años C20'!K38,OUTPUT,ALTA,,Flujo 5 años C12 (2)!W40
Flujo 5 años C12 (2),X40,0,='Flujo 5 años C20'!L38,='Flujo 5 años C20'!L38,OUTPUT,ALTA,,Flujo 5 años C12 (2)!X40
Flujo 5 años C12 (2),Y40,10234.86926145207,='Flujo 5 años C20'!M38,='Flujo 5 años C20'!M38,OUTPUT,ALTA,,Flujo 5 años C12 (2)!Y40
Flujo 5 años C12 (2),Z40,10234.86926145207,=Z26-Z29-Z30,=Z26-Z29-Z30,OUTPUT,ALTA,,Flujo 5 años C12 (2)!Z40
Crédito Comercial 12A,D2,83063,='IVA Dptos'!X23+'IVA Dptos'!M23+'IVA Dptos'!O23,='IVA Dptos'!X23+'IVA Dptos'!M23+'IVA Dptos'!O23,CALCULO,MEDIA,IVA Dptos!X23; IVA Dptos!M23; IVA Dptos!O23,
Crédito Comercial 12A,B3,Dcto,Dcto,,INPUT_MANUAL_ALFANUMERICO,MEDIA,,
Crédito Comercial 12A,D3,59805.36,=D2-D2*C3,=D2-D2*C3,CALCULO,MEDIA,Crédito Comercial 12A!D2; Crédito Comercial 12A!C3,
Crédito Comercial 12A,G3,58194.64,=E3-D3,=E3-D3,CALCULO,MEDIA,Crédito Comercial 12A!E3; Crédito Comercial 12A!D3,
Crédito Comercial 12A,D4,59805.36,=D3,=D3,CALCULO,MEDIA,Crédito Comercial 12A!D3,
Crédito Comercial 12A,B5,Tasa anual nomial,Tasa anual nomial,,INPUT_MANUAL_ALFANUMERICO,MEDIA,,
Crédito Comercial 12A,B6,Tasa mensual,Tasa mensual,,INPUT_MANUAL_ALFANUMERICO,MEDIA,,
Crédito Comercial 12A,D6,0.004166666666666667,=D5/12,=D5/12,CALCULO,MEDIA,Crédito Comercial 12A!D5,
Crédito Comercial 12A,B7,Períodos,Períodos,,INPUT_MANUAL_ALFANUMERICO,MEDIA,,
Crédito Comercial 12A,K7,59805.36,=D4,=D4,CALCULO,MEDIA,Crédito Comercial 12A!D4,
Crédito Comercial 12A,D8,12,=D7/12,=D7/12,CALCULO,MEDIA,Crédito Comercial 12A!D7,
Crédito Comercial 12A,G8,1,=G7+1,=G7+1,CALCULO,MEDIA,Crédito Comercial 12A!G7,
Crédito Comercial 12A,H8,-553.134041440939,"=PMT($D$6,$D$7,$D$4)","=PMT($D$6,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$6; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I8,-249.189,=-K7*$D$6,=-K7*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K7; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J8,-303.945041440939,=H8-I8,=H8-I8,CALCULO,MEDIA,Crédito Comercial 12A!H8; Crédito Comercial 12A!I8,
Crédito Comercial 12A,K8,59501.414958559064,=K7+J8,=K7+J8,CALCULO,MEDIA,Crédito Comercial 12A!K7; Crédito Comercial 12A!J8,
Crédito Comercial 12A,G9,2,=G8+1,=G8+1,CALCULO,MEDIA,Crédito Comercial 12A!G8,
Crédito Comercial 12A,H9,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I9,-247.92256232732942,=-K8*$D$6,=-K8*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K8; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J9,-305.2114791136096,=H9-I9,=H9-I9,CALCULO,MEDIA,Crédito Comercial 12A!H9; Crédito Comercial 12A!I9,
Crédito Comercial 12A,K9,59196.20347944545,=K8+J9,=K8+J9,CALCULO,MEDIA,Crédito Comercial 12A!K8; Crédito Comercial 12A!J9,
Crédito Comercial 12A,G10,3,=G9+1,=G9+1,CALCULO,MEDIA,Crédito Comercial 12A!G9,
Crédito Comercial 12A,H10,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I10,-246.6508478310227,=-K9*$D$6,=-K9*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K9; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J10,-306.48319360991627,=H10-I10,=H10-I10,CALCULO,MEDIA,Crédito Comercial 12A!H10; Crédito Comercial 12A!I10,
Crédito Comercial 12A,K10,58889.72028583554,=K9+J10,=K9+J10,CALCULO,MEDIA,Crédito Comercial 12A!K9; Crédito Comercial 12A!J10,
Crédito Comercial 12A,G11,4,=G10+1,=G10+1,CALCULO,MEDIA,Crédito Comercial 12A!G10,
Crédito Comercial 12A,H11,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I11,-245.37383452431473,=-K10*$D$6,=-K10*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K10; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J11,-307.76020691662427,=H11-I11,=H11-I11,CALCULO,MEDIA,Crédito Comercial 12A!H11; Crédito Comercial 12A!I11,
Crédito Comercial 12A,K11,58581.96007891891,=K10+J11,=K10+J11,CALCULO,MEDIA,Crédito Comercial 12A!K10; Crédito Comercial 12A!J11,
Crédito Comercial 12A,G12,5,=G11+1,=G11+1,CALCULO,MEDIA,Crédito Comercial 12A!G11,
Crédito Comercial 12A,H12,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I12,-244.0915003288288,=-K11*$D$6,=-K11*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K11; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J12,-309.04254111211014,=H12-I12,=H12-I12,CALCULO,MEDIA,Crédito Comercial 12A!H12; Crédito Comercial 12A!I12,
Crédito Comercial 12A,K12,58272.9175378068,=K11+J12,=K11+J12,CALCULO,MEDIA,Crédito Comercial 12A!K11; Crédito Comercial 12A!J12,
Crédito Comercial 12A,G13,6,=G12+1,=G12+1,CALCULO,MEDIA,Crédito Comercial 12A!G12,
Crédito Comercial 12A,H13,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I13,-242.803823074195,=-K12*$D$6,=-K12*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K12; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J13,-310.33021836674396,=H13-I13,=H13-I13,CALCULO,MEDIA,Crédito Comercial 12A!H13; Crédito Comercial 12A!I13,
Crédito Comercial 12A,K13,57962.587319440056,=K12+J13,=K12+J13,CALCULO,MEDIA,Crédito Comercial 12A!K12; Crédito Comercial 12A!J13,
Crédito Comercial 12A,G14,7,=G13+1,=G13+1,CALCULO,MEDIA,Crédito Comercial 12A!G13,
Crédito Comercial 12A,H14,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I14,-241.5107804976669,=-K13*$D$6,=-K13*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K13; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J14,-311.62326094327204,=H14-I14,=H14-I14,CALCULO,MEDIA,Crédito Comercial 12A!H14; Crédito Comercial 12A!I14,
Crédito Comercial 12A,K14,57650.964058496786,=K13+J14,=K13+J14,CALCULO,MEDIA,Crédito Comercial 12A!K13; Crédito Comercial 12A!J14,
Crédito Comercial 12A,G15,8,=G14+1,=G14+1,CALCULO,MEDIA,Crédito Comercial 12A!G14,
Crédito Comercial 12A,H15,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I15,-240.2123502437366,=-K14*$D$6,=-K14*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K14; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J15,-312.92169119720234,=H15-I15,=H15-I15,CALCULO,MEDIA,Crédito Comercial 12A!H15; Crédito Comercial 12A!I15,
Crédito Comercial 12A,K15,57338.04236729958,=K14+J15,=K14+J15,CALCULO,MEDIA,Crédito Comercial 12A!K14; Crédito Comercial 12A!J15,
Crédito Comercial 12A,G16,9,=G15+1,=G15+1,CALCULO,MEDIA,Crédito Comercial 12A!G15,
Crédito Comercial 12A,H16,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I16,-238.90850986374826,=-K15*$D$6,=-K15*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K15; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J16,-314.22553157719074,=H16-I16,=H16-I16,CALCULO,MEDIA,Crédito Comercial 12A!H16; Crédito Comercial 12A!I16,
Crédito Comercial 12A,K16,57023.81683572239,=K15+J16,=K15+J16,CALCULO,MEDIA,Crédito Comercial 12A!K15; Crédito Comercial 12A!J16,
Crédito Comercial 12A,G17,10,=G16+1,=G16+1,CALCULO,MEDIA,Crédito Comercial 12A!G16,
Crédito Comercial 12A,H17,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I17,-237.59923681550995,=-K16*$D$6,=-K16*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K16; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J17,-315.53480462542905,=H17-I17,=H17-I17,CALCULO,MEDIA,Crédito Comercial 12A!H17; Crédito Comercial 12A!I17,
Crédito Comercial 12A,K17,56708.28203109696,=K16+J17,=K16+J17,CALCULO,MEDIA,Crédito Comercial 12A!K16; Crédito Comercial 12A!J17,
Crédito Comercial 12A,G18,11,=G17+1,=G17+1,CALCULO,MEDIA,Crédito Comercial 12A!G17,
Crédito Comercial 12A,H18,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I18,-236.284508462904,=-K17*$D$6,=-K17*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K17; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J18,-316.849532978035,=H18-I18,=H18-I18,CALCULO,MEDIA,Crédito Comercial 12A!H18; Crédito Comercial 12A!I18,
Crédito Comercial 12A,K18,56391.43249811893,=K17+J18,=K17+J18,CALCULO,MEDIA,Crédito Comercial 12A!K17; Crédito Comercial 12A!J18,
Crédito Comercial 12A,E19,-6637.608497291266,=SUM(H8:H19),=SUM(H8:H19),CALCULO,MEDIA,Crédito Comercial 12A!H8:H19,
Crédito Comercial 12A,G19,12,=G18+1,=G18+1,CALCULO,MEDIA,Crédito Comercial 12A!G18,
Crédito Comercial 12A,H19,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I19,-234.96430207549554,=-K18*$D$6,=-K18*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K18; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J19,-318.16973936544343,=H19-I19,=H19-I19,CALCULO,MEDIA,Crédito Comercial 12A!H19; Crédito Comercial 12A!I19,
Crédito Comercial 12A,K19,56073.26275875348,=K18+J19,=K18+J19,CALCULO,MEDIA,Crédito Comercial 12A!K18; Crédito Comercial 12A!J19,
Crédito Comercial 12A,G20,13,=G19+1,=G19+1,CALCULO,MEDIA,Crédito Comercial 12A!G19,
Crédito Comercial 12A,H20,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I20,-233.6385948281395,=-K19*$D$6,=-K19*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K19; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J20,-319.49544661279947,=H20-I20,=H20-I20,CALCULO,MEDIA,Crédito Comercial 12A!H20; Crédito Comercial 12A!I20,
Crédito Comercial 12A,K20,55753.767312140684,=K19+J20,=K19+J20,CALCULO,MEDIA,Crédito Comercial 12A!K19; Crédito Comercial 12A!J20,
Crédito Comercial 12A,G21,14,=G20+1,=G20+1,CALCULO,MEDIA,Crédito Comercial 12A!G20,
Crédito Comercial 12A,H21,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I21,-232.3073638005862,=-K20*$D$6,=-K20*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K20; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J21,-320.8266776403528,=H21-I21,=H21-I21,CALCULO,MEDIA,Crédito Comercial 12A!H21; Crédito Comercial 12A!I21,
Crédito Comercial 12A,K21,55432.94063450033,=K20+J21,=K20+J21,CALCULO,MEDIA,Crédito Comercial 12A!K20; Crédito Comercial 12A!J21,
Crédito Comercial 12A,G22,15,=G21+1,=G21+1,CALCULO,MEDIA,Crédito Comercial 12A!G21,
Crédito Comercial 12A,H22,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I22,-230.9705859770847,=-K21*$D$6,=-K21*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K21; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J22,-322.16345546385423,=H22-I22,=H22-I22,CALCULO,MEDIA,Crédito Comercial 12A!H22; Crédito Comercial 12A!I22,
Crédito Comercial 12A,K22,55110.77717903648,=K21+J22,=K21+J22,CALCULO,MEDIA,Crédito Comercial 12A!K21; Crédito Comercial 12A!J22,
Crédito Comercial 12A,G23,16,=G22+1,=G22+1,CALCULO,MEDIA,Crédito Comercial 12A!G22,
Crédito Comercial 12A,H23,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I23,-229.62823824598533,=-K22*$D$6,=-K22*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K22; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J23,-323.5058031949536,=H23-I23,=H23-I23,CALCULO,MEDIA,Crédito Comercial 12A!H23; Crédito Comercial 12A!I23,
Crédito Comercial 12A,K23,54787.27137584153,=K22+J23,=K22+J23,CALCULO,MEDIA,Crédito Comercial 12A!K22; Crédito Comercial 12A!J23,
Crédito Comercial 12A,G24,17,=G23+1,=G23+1,CALCULO,MEDIA,Crédito Comercial 12A!G23,
Crédito Comercial 12A,H24,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I24,-228.2802973993397,=-K23*$D$6,=-K23*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K23; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J24,-324.85374404159927,=H24-I24,=H24-I24,CALCULO,MEDIA,Crédito Comercial 12A!H24; Crédito Comercial 12A!I24,
Crédito Comercial 12A,K24,54462.41763179993,=K23+J24,=K23+J24,CALCULO,MEDIA,Crédito Comercial 12A!K23; Crédito Comercial 12A!J24,
Crédito Comercial 12A,G25,18,=G24+1,=G24+1,CALCULO,MEDIA,Crédito Comercial 12A!G24,
Crédito Comercial 12A,H25,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I25,-226.9267401324997,=-K24*$D$6,=-K24*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K24; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J25,-326.20730130843924,=H25-I25,=H25-I25,CALCULO,MEDIA,Crédito Comercial 12A!H25; Crédito Comercial 12A!I25,
Crédito Comercial 12A,K25,54136.21033049149,=K24+J25,=K24+J25,CALCULO,MEDIA,Crédito Comercial 12A!K24; Crédito Comercial 12A!J25,
