hoja,celda,valor_mostrado,valor_real,formula,clasificacion,criticidad,dependencia_input,dependencia_output
Crédito Comercial 12A,G26,19,=G25+1,=G25+1,CALCULO,MEDIA,Crédito Comercial 12A!G25,
Crédito Comercial 12A,H26,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I26,-225.56754304371455,=-K25*$D$6,=-K25*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K25; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J26,-327.56649839722445,=H26-I26,=H26-I26,CALCULO,MEDIA,Crédito Comercial 12A!H26; Crédito Comercial 12A!I26,
Crédito Comercial 12A,K26,53808.64383209427,=K25+J26,=K25+J26,CALCULO,MEDIA,Crédito Comercial 12A!K25; Crédito Comercial 12A!J26,
Crédito Comercial 12A,G27,20,=G26+1,=G26+1,CALCULO,MEDIA,Crédito Comercial 12A!G26,
Crédito Comercial 12A,H27,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I27,-224.2026826337261,=-K26*$D$6,=-K26*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K26; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J27,-328.93135880721286,=H27-I27,=H27-I27,CALCULO,MEDIA,Crédito Comercial 12A!H27; Crédito Comercial 12A!I27,
Crédito Comercial 12A,K27,53479.71247328706,=K26+J27,=K26+J27,CALCULO,MEDIA,Crédito Comercial 12A!K26; Crédito Comercial 12A!J27,
Crédito Comercial 12A,G28,21,=G27+1,=G27+1,CALCULO,MEDIA,Crédito Comercial 12A!G27,
Crédito Comercial 12A,H28,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I28,-222.83213530536273,=-K27*$D$6,=-K27*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K27; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J28,-330.30190613557625,=H28-I28,=H28-I28,CALCULO,MEDIA,Crédito Comercial 12A!H28; Crédito Comercial 12A!I28,
Crédito Comercial 12A,K28,53149.410567151484,=K27+J28,=K27+J28,CALCULO,MEDIA,Crédito Comercial 12A!K27; Crédito Comercial 12A!J28,
Crédito Comercial 12A,G29,22,=G28+1,=G28+1,CALCULO,MEDIA,Crédito Comercial 12A!G28,
Crédito Comercial 12A,H29,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I29,-221.45587736313118,=-K28*$D$6,=-K28*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K28; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J29,-331.67816407780776,=H29-I29,=H29-I29,CALCULO,MEDIA,Crédito Comercial 12A!H29; Crédito Comercial 12A!I29,
Crédito Comercial 12A,K29,52817.73240307368,=K28+J29,=K28+J29,CALCULO,MEDIA,Crédito Comercial 12A!K28; Crédito Comercial 12A!J29,
Crédito Comercial 12A,G30,23,=G29+1,=G29+1,CALCULO,MEDIA,Crédito Comercial 12A!G29,
Crédito Comercial 12A,H30,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I30,-220.07388501280698,=-K29*$D$6,=-K29*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K29; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J30,-333.060156428132,=H30-I30,=H30-I30,CALCULO,MEDIA,Crédito Comercial 12A!H30; Crédito Comercial 12A!I30,
Crédito Comercial 12A,K30,52484.67224664555,=K29+J30,=K29+J30,CALCULO,MEDIA,Crédito Comercial 12A!K29; Crédito Comercial 12A!J30,
Crédito Comercial 12A,G31,24,=G30+1,=G30+1,CALCULO,MEDIA,Crédito Comercial 12A!G30,
Crédito Comercial 12A,H31,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I31,-218.6861343610231,=-K30*$D$6,=-K30*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K30; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J31,-334.44790707991586,=H31-I31,=H31-I31,CALCULO,MEDIA,Crédito Comercial 12A!H31; Crédito Comercial 12A!I31,
Crédito Comercial 12A,K31,52150.22433956563,=K30+J31,=K30+J31,CALCULO,MEDIA,Crédito Comercial 12A!K30; Crédito Comercial 12A!J31,
Crédito Comercial 12A,G32,25,=G31+1,=G31+1,CALCULO,MEDIA,Crédito Comercial 12A!G31,
Crédito Comercial 12A,H32,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I32,-217.2926014148568,=-K31*$D$6,=-K31*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K31; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J32,-335.8414400260822,=H32-I32,=H32-I32,CALCULO,MEDIA,Crédito Comercial 12A!H32; Crédito Comercial 12A!I32,
Crédito Comercial 12A,K32,51814.38289953955,=K31+J32,=K31+J32,CALCULO,MEDIA,Crédito Comercial 12A!K31; Crédito Comercial 12A!J32,
Crédito Comercial 12A,G33,26,=G32+1,=G32+1,CALCULO,MEDIA,Crédito Comercial 12A!G32,
Crédito Comercial 12A,H33,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I33,-215.8932620814148,=-K32*$D$6,=-K32*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K32; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J33,-337.24077935952414,=H33-I33,=H33-I33,CALCULO,MEDIA,Crédito Comercial 12A!H33; Crédito Comercial 12A!I33,
Crédito Comercial 12A,K33,51477.142120180026,=K32+J33,=K32+J33,CALCULO,MEDIA,Crédito Comercial 12A!K32; Crédito Comercial 12A!J33,
Crédito Comercial 12A,G34,27,=G33+1,=G33+1,CALCULO,MEDIA,Crédito Comercial 12A!G33,
Crédito Comercial 12A,H34,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I34,-214.48809216741677,=-K33*$D$6,=-K33*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K33; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J34,-338.6459492735222,=H34-I34,=H34-I34,CALCULO,MEDIA,Crédito Comercial 12A!H34; Crédito Comercial 12A!I34,
Crédito Comercial 12A,K34,51138.4961709065,=K33+J34,=K33+J34,CALCULO,MEDIA,Crédito Comercial 12A!K33; Crédito Comercial 12A!J34,
Crédito Comercial 12A,G35,28,=G34+1,=G34+1,CALCULO,MEDIA,Crédito Comercial 12A!G34,
Crédito Comercial 12A,H35,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I35,-213.0770673787771,=-K34*$D$6,=-K34*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K34; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J35,-340.0569740621619,=H35-I35,=H35-I35,CALCULO,MEDIA,Crédito Comercial 12A!H35; Crédito Comercial 12A!I35,
Crédito Comercial 12A,K35,50798.43919684434,=K34+J35,=K34+J35,CALCULO,MEDIA,Crédito Comercial 12A!K34; Crédito Comercial 12A!J35,
Crédito Comercial 12A,G36,29,=G35+1,=G35+1,CALCULO,MEDIA,Crédito Comercial 12A!G35,
Crédito Comercial 12A,H36,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I36,-211.66016332018475,=-K35*$D$6,=-K35*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K35; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J36,-341.4738781207542,=H36-I36,=H36-I36,CALCULO,MEDIA,Crédito Comercial 12A!H36; Crédito Comercial 12A!I36,
Crédito Comercial 12A,K36,50456.96531872358,=K35+J36,=K35+J36,CALCULO,MEDIA,Crédito Comercial 12A!K35; Crédito Comercial 12A!J36,
Crédito Comercial 12A,G37,30,=G36+1,=G36+1,CALCULO,MEDIA,Crédito Comercial 12A!G36,
Crédito Comercial 12A,H37,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I37,-210.2373554946816,=-K36*$D$6,=-K36*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K36; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J37,-342.8966859462574,=H37-I37,=H37-I37,CALCULO,MEDIA,Crédito Comercial 12A!H37; Crédito Comercial 12A!I37,
Crédito Comercial 12A,K37,50114.06863277732,=K36+J37,=K36+J37,CALCULO,MEDIA,Crédito Comercial 12A!K36; Crédito Comercial 12A!J37,
Crédito Comercial 12A,G38,31,=G37+1,=G37+1,CALCULO,MEDIA,Crédito Comercial 12A!G37,
Crédito Comercial 12A,H38,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I38,-208.80861930323883,=-K37*$D$6,=-K37*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K37; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J38,-344.3254221377001,=H38-I38,=H38-I38,CALCULO,MEDIA,Crédito Comercial 12A!H38; Crédito Comercial 12A!I38,
Crédito Comercial 12A,K38,49769.74321063962,=K37+J38,=K37+J38,CALCULO,MEDIA,Crédito Comercial 12A!K37; Crédito Comercial 12A!J38,
Crédito Comercial 12A,G39,32,=G38+1,=G38+1,CALCULO,MEDIA,Crédito Comercial 12A!G38,
Crédito Comercial 12A,H39,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I39,-207.37393004433176,=-K38*$D$6,=-K38*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K38; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J39,-345.7601113966072,=H39-I39,=H39-I39,CALCULO,MEDIA,Crédito Comercial 12A!H39; Crédito Comercial 12A!I39,
Crédito Comercial 12A,K39,49423.983099243014,=K38+J39,=K38+J39,CALCULO,MEDIA,Crédito Comercial 12A!K38; Crédito Comercial 12A!J39,
Crédito Comercial 12A,G40,33,=G39+1,=G39+1,CALCULO,MEDIA,Crédito Comercial 12A!G39,
Crédito Comercial 12A,H40,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I40,-205.93326291351255,=-K39*$D$6,=-K39*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K39; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J40,-347.20077852742645,=H40-I40,=H40-I40,CALCULO,MEDIA,Crédito Comercial 12A!H40; Crédito Comercial 12A!I40,
Crédito Comercial 12A,K40,49076.78232071559,=K39+J40,=K39+J40,CALCULO,MEDIA,Crédito Comercial 12A!K39; Crédito Comercial 12A!J40,
Crédito Comercial 12A,G41,34,=G40+1,=G40+1,CALCULO,MEDIA,Crédito Comercial 12A!G40,
Crédito Comercial 12A,H41,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I41,-204.4865930029816,=-K40*$D$6,=-K40*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K40; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J41,-348.64744843795734,=H41-I41,=H41-I41,CALCULO,MEDIA,Crédito Comercial 12A!H41; Crédito Comercial 12A!I41,
Crédito Comercial 12A,K41,48728.13487227763,=K40+J41,=K40+J41,CALCULO,MEDIA,Crédito Comercial 12A!K40; Crédito Comercial 12A!J41,
Crédito Comercial 12A,G42,35,=G41+1,=G41+1,CALCULO,MEDIA,Crédito Comercial 12A!G41,
Crédito Comercial 12A,H42,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I42,-203.0338953011568,=-K41*$D$6,=-K41*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K41; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J42,-350.10014613978217,=H42-I42,=H42-I42,CALCULO,MEDIA,Crédito Comercial 12A!H42; Crédito Comercial 12A!I42,
Crédito Comercial 12A,K42,48378.03472613785,=K41+J42,=K41+J42,CALCULO,MEDIA,Crédito Comercial 12A!K41; Crédito Comercial 12A!J42,
Crédito Comercial 12A,G43,36,=G42+1,=G42+1,CALCULO,MEDIA,Crédito Comercial 12A!G42,
Crédito Comercial 12A,H43,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I43,-201.57514469224103,=-K42*$D$6,=-K42*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K42; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J43,-351.558896748698,=H43-I43,=H43-I43,CALCULO,MEDIA,Crédito Comercial 12A!H43; Crédito Comercial 12A!I43,
Crédito Comercial 12A,K43,48026.47582938915,=K42+J43,=K42+J43,CALCULO,MEDIA,Crédito Comercial 12A!K42; Crédito Comercial 12A!J43,
Crédito Comercial 12A,G44,37,=G43+1,=G43+1,CALCULO,MEDIA,Crédito Comercial 12A!G43,
Crédito Comercial 12A,H44,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I44,-200.1103159557881,=-K43*$D$6,=-K43*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K43; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J44,-353.02372548515086,=H44-I44,=H44-I44,CALCULO,MEDIA,Crédito Comercial 12A!H44; Crédito Comercial 12A!I44,
Crédito Comercial 12A,K44,47673.452103904,=K43+J44,=K43+J44,CALCULO,MEDIA,Crédito Comercial 12A!K43; Crédito Comercial 12A!J44,
Crédito Comercial 12A,G45,38,=G44+1,=G44+1,CALCULO,MEDIA,Crédito Comercial 12A!G44,
Crédito Comercial 12A,H45,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I45,-198.63938376626666,=-K44*$D$6,=-K44*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K44; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J45,-354.49465767467234,=H45-I45,=H45-I45,CALCULO,MEDIA,Crédito Comercial 12A!H45; Crédito Comercial 12A!I45,
Crédito Comercial 12A,K45,47318.957446229324,=K44+J45,=K44+J45,CALCULO,MEDIA,Crédito Comercial 12A!K44; Crédito Comercial 12A!J45,
Crédito Comercial 12A,G46,39,=G45+1,=G45+1,CALCULO,MEDIA,Crédito Comercial 12A!G45,
Crédito Comercial 12A,H46,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I46,-197.16232269262218,=-K45*$D$6,=-K45*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K45; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J46,-355.9717187483168,=H46-I46,=H46-I46,CALCULO,MEDIA,Crédito Comercial 12A!H46; Crédito Comercial 12A!I46,
Crédito Comercial 12A,K46,46962.985727481006,=K45+J46,=K45+J46,CALCULO,MEDIA,Crédito Comercial 12A!K45; Crédito Comercial 12A!J46,
Crédito Comercial 12A,G47,40,=G46+1,=G46+1,CALCULO,MEDIA,Crédito Comercial 12A!G46,
Crédito Comercial 12A,H47,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I47,-195.6791071978375,=-K46*$D$6,=-K46*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K46; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J47,-357.45493424310143,=H47-I47,=H47-I47,CALCULO,MEDIA,Crédito Comercial 12A!H47; Crédito Comercial 12A!I47,
Crédito Comercial 12A,K47,46605.53079323791,=K46+J47,=K46+J47,CALCULO,MEDIA,Crédito Comercial 12A!K46; Crédito Comercial 12A!J47,
Crédito Comercial 12A,G48,41,=G47+1,=G47+1,CALCULO,MEDIA,Crédito Comercial 12A!G47,
Crédito Comercial 12A,H48,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I48,-194.18971163849127,=-K47*$D$6,=-K47*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K47; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J48,-358.94432980244767,=H48-I48,=H48-I48,CALCULO,MEDIA,Crédito Comercial 12A!H48; Crédito Comercial 12A!I48,
Crédito Comercial 12A,K48,46246.58646343546,=K47+J48,=K47+J48,CALCULO,MEDIA,Crédito Comercial 12A!K47; Crédito Comercial 12A!J48,
Crédito Comercial 12A,G49,42,=G48+1,=G48+1,CALCULO,MEDIA,Crédito Comercial 12A!G48,
Crédito Comercial 12A,H49,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I49,-192.69411026431442,=-K48*$D$6,=-K48*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K48; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J49,-360.43993117662455,=H49-I49,=H49-I49,CALCULO,MEDIA,Crédito Comercial 12A!H49; Crédito Comercial 12A!I49,
Crédito Comercial 12A,K49,45886.146532258834,=K48+J49,=K48+J49,CALCULO,MEDIA,Crédito Comercial 12A!K48; Crédito Comercial 12A!J49,
Crédito Comercial 12A,G50,43,=G49+1,=G49+1,CALCULO,MEDIA,Crédito Comercial 12A!G49,
Crédito Comercial 12A,H50,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I50,-191.19227721774513,=-K49*$D$6,=-K49*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K49; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J50,-361.94176422319384,=H50-I50,=H50-I50,CALCULO,MEDIA,Crédito Comercial 12A!H50; Crédito Comercial 12A!I50,
Crédito Comercial 12A,K50,45524.20476803564,=K49+J50,=K49+J50,CALCULO,MEDIA,Crédito Comercial 12A!K49; Crédito Comercial 12A!J50,
Crédito Comercial 12A,G51,44,=G50+1,=G50+1,CALCULO,MEDIA,Crédito Comercial 12A!G50,
Crédito Comercial 12A,H51,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I51,-189.68418653348184,=-K50*$D$6,=-K50*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K50; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J51,-363.44985490745717,=H51-I51,=H51-I51,CALCULO,MEDIA,Crédito Comercial 12A!H51; Crédito Comercial 12A!I51,
Crédito Comercial 12A,K51,45160.754913128185,=K50+J51,=K50+J51,CALCULO,MEDIA,Crédito Comercial 12A!K50; Crédito Comercial 12A!J51,
Crédito Comercial 12A,G52,45,=G51+1,=G51+1,CALCULO,MEDIA,Crédito Comercial 12A!G51,
Crédito Comercial 12A,H52,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I52,-188.1698121380341,=-K51*$D$6,=-K51*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K51; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J52,-364.96422930290487,=H52-I52,=H52-I52,CALCULO,MEDIA,Crédito Comercial 12A!H52; Crédito Comercial 12A!I52,
Crédito Comercial 12A,K52,44795.79068382528,=K51+J52,=K51+J52,CALCULO,MEDIA,Crédito Comercial 12A!K51; Crédito Comercial 12A!J52,
Crédito Comercial 12A,G53,46,=G52+1,=G52+1,CALCULO,MEDIA,Crédito Comercial 12A!G52,
Crédito Comercial 12A,H53,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I53,-186.64912784927202,=-K52*$D$6,=-K52*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K52; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J53,-366.48491359166695,=H53-I53,=H53-I53,CALCULO,MEDIA,Crédito Comercial 12A!H53; Crédito Comercial 12A!I53,
Crédito Comercial 12A,K53,44429.305770233615,=K52+J53,=K52+J53,CALCULO,MEDIA,Crédito Comercial 12A!K52; Crédito Comercial 12A!J53,
Crédito Comercial 12A,G54,47,=G53+1,=G53+1,CALCULO,MEDIA,Crédito Comercial 12A!G53,
Crédito Comercial 12A,H54,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I54,-185.1221073759734,=-K53*$D$6,=-K53*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K53; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J54,-368.01193406496554,=H54-I54,=H54-I54,CALCULO,MEDIA,Crédito Comercial 12A!H54; Crédito Comercial 12A!I54,
Crédito Comercial 12A,K54,44061.29383616865,=K53+J54,=K53+J54,CALCULO,MEDIA,Crédito Comercial 12A!K53; Crédito Comercial 12A!J54,
Crédito Comercial 12A,G55,48,=G54+1,=G54+1,CALCULO,MEDIA,Crédito Comercial 12A!G54,
Crédito Comercial 12A,H55,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I55,-183.58872431736935,=-K54*$D$6,=-K54*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K54; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J55,-369.5453171235696,=H55-I55,=H55-I55,CALCULO,MEDIA,Crédito Comercial 12A!H55; Crédito Comercial 12A!I55,
Crédito Comercial 12A,K55,43691.748519045075,=K54+J55,=K54+J55,CALCULO,MEDIA,Crédito Comercial 12A!K54; Crédito Comercial 12A!J55,
Crédito Comercial 12A,G56,49,=G55+1,=G55+1,CALCULO,MEDIA,Crédito Comercial 12A!G55,
Crédito Comercial 12A,H56,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I56,-182.0489521626878,=-K55*$D$6,=-K55*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K55; Crédito Comercial 12A!$D$6,
Crédito Comercial 12A,J56,-371.0850892782512,=H56-I56,=H56-I56,CALCULO,MEDIA,Crédito Comercial 12A!H56; Crédito Comercial 12A!I56,
Crédito Comercial 12A,K56,43320.66342976682,=K55+J56,=K55+J56,CALCULO,MEDIA,Crédito Comercial 12A!K55; Crédito Comercial 12A!J56,
Crédito Comercial 12A,G57,50,=G56+1,=G56+1,CALCULO,MEDIA,Crédito Comercial 12A!G56,
Crédito Comercial 12A,H57,-553.134041440939,"=PMT($D$5/12,$D$7,$D$4)","=PMT($D$5/12,$D$7,$D$4)",CALCULO,MEDIA,Crédito Comercial 12A!$D$5; Crédito Comercial 12A!$D$7; Crédito Comercial 12A!$D$4,
Crédito Comercial 12A,I57,-180.5027642906951,=-K56*$D$6,=-K56*$D$6,CALCULO,MEDIA,Crédito Comercial 12A!K56; Crédito Comercial 12A!$D$6,
